brand,model_final,class,group,units,reason,resolved_via,sample_raw
VELOS ROTORS,VELOS V3,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,VELOS V3
VEFLY AUTOMATION,BLACK HORNET AHS1,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,BLACK HORNET AHS1
ICS,VERTIX VL240,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,VERTIX VL240
AUTEL ROBOTICS,EVO NANO +,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,EVO NANO +
XAIRCRAFT,P20,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,P20
XAG,3WWDZ-U80AT,เกษตร,เกษตร-ไม่ใช่ DJI,2,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,3WWDZ-U80AT
XAG,3WWDZ-60A,เกษตร,เกษตร-ไม่ใช่ DJI,2,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,P150 (3WWDZ-60A)
DJI,PHANTOM 4 PRO+ OBSIDIAN,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,PHANTOM 4 PRO+ OBSIDIAN
DJI,PHANTOM 4 PRO V2,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,PHANTOM 4 PRO V2
DJI,PHANTOM 4 ADVANCE,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,PHANTOM 4 ADVANCE
DJI,PHANTOM 3 PROFESIONAL,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,PHANTOM 3 PROFESIONAL
DJI,PHAMTOM 4 PROFESSIONAL,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,PHAMTOM 4 PROFESSIONAL
DJI,M210 V2,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,M210 V2
DJI,MAGIC MINI 3,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MAGIC MINI 3
DJI,MAGIC MINI,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MAGIC MINI
ST ENGINEERING AEROSPACE,DRN-40,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,DRN-40
CS,V3,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,V3
ST ENGINEERING AEROSPACE,DRN-15L,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,DRN-15L
SPEEDYBEE,MASTER 3X,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MASTER 3X
SPEEDYBEE,F405,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,F405
SKYPORTS,HYBRID-POWERED LIFT TRANSITIONAL PLATFORM (VTOL),ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,HYBRID-POWERED LIFT TRANSITIONAL PLATFORM (VTOL)
SKYDIO,X2D,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,X2D
SKYARTEC,FREEX SKYVIEW,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,FREEX SKYVIEW
SKEYE,(ไม่ระบุ),ทั่วไป,ทั่วไป,2,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นว่าง,ว่าง,-
IFLIGHT,PROTEK25,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,PROTEK25
IFLIGHT,NAZGUL EVOQUE F5X,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,NAZGUL EVOQUE F5X
IFLIGHT,NAZGUL EVOQUE F5D,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,NAZGUL EVOQUE F5D
IFLIGHT,IH3 HD 03 AIR UNIT 45,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,IH3 HD 03 AIR UNIT 45
IFLIGHT,CIDORA SL5,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,CIDORA SL5
IFLIGHT,CHIMERA7 V2,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,CHIMERA7 V2
IFLIGHT,CHIMERA PRO 7,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,CHIMERA PRO 7
IFLIGHT,CHIMERA 7 PRO,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,CHIMERA 7 PRO
IFLIGHT,AOS 5,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,AOS 5
IFLIGHT,AFTERBURNER,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,AFTERBURNER
DJI,MAGIC 2 PRO,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MAGIC 2 PRO
DJI,O3,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,O3
DJI,NAZA LITE,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,NAZA LITE
DJI,MINI UAV,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MINI UAV
DJI,MARVIC MINI,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MARVIC MINI
DJI,MARVIC AIR 2,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MARVIC AIR 2
MAKER DRONE,MD616,เกษตร,เกษตร-ไม่ใช่ DJI,2,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,MD616
DJI,DN1A0653,ทั่วไป,ทั่วไป,2,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0653
LSRC,S1S,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,S1S
LIONGREEN,L30,เกษตร,เกษตร-ไม่ใช่ DJI,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,L30
JOUSHA BARWELL,QVA-S2,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,QVA-S2
DJI,DN1A0672,ทั่วไป,ทั่วไป,2,ยังไม่รู้ว่าเป็นรุ่นอะไร — ช่องรุ่นเป็นรหัสที่ยังถอดไม่ได้,รหัสที่ถอดไม่ได้,DN1A0672
IMPULSERC,APEX HD,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,APEX HD
IMPULSERC,APEX,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,APEX
IFLIGHT,TAURUS X8,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,TAURUS X8
AUTEL ROBOTIC,EVO 2 PRO,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,EVO 2 PRO
ATMOS UAV,MARLYN-AC-TH-1,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MARLYN-AC-TH-1
DJI,MATRICE 210 V2,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MATRICE 210 V2
DJI,MATRICE 210 RTK V2,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MATRICE 210 RTK V2 ;; M210 RTK V2 / MATRICE 210 RTK V2
DJI,MINE 3 PRO,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MINE 3 PRO ;; DJI MINE 3 PRO
DJI,MIN 3 PRO,ทั่วไป,ทั่วไป,2,รู้รุ่นแล้ว แต่ยังไม่มีหลักฐานราคา,ชื่อในช่องเอง,MIN 3 PRO
